observation_id,organism,antibiotic,facility,region,month,tested_isolates,resistant_isolates,resistance_rate,previous_resistance_rate,resistance_change,rolling_mean,rolling_std,trend_slope,facility_count,reporting_volume,threshold_distance,target_risk
OBS-00164,Staphylococcus aureus,Ciprofloxacin,Eastside Medical Center,Metro North,2025-10,141,54,38.3,37.4,0.8,35.6,3.4,0.59,6,1228,-1.7,0
OBS-00165,Escherichia coli,Colistin,North Suburbs Health Zone,Metro North,2026-09,499,78,15.7,36.9,-21.2,34.0,8.9,-6.88,8,4357,-24.3,0
OBS-00166,Klebsiella pneumoniae,Ceftriaxone,Valley Health District,West District,2025-11,283,137,48.6,22.7,25.8,27.8,12.4,8.93,5,1619,13.6,1
OBS-00167,Acinetobacter baumannii,Ampicillin,St. Jude General Hospital,Metro Central,2026-05,567,233,41.1,39.3,1.8,39.4,4.1,0.58,1,911,16.1,0
OBS-00168,Staphylococcus aureus,Ciprofloxacin,Metro West Community Clinic,East District,2026-01,231,89,38.5,38.2,0.3,38.3,1.8,-0.46,7,2007,-1.5,0
OBS-00169,Pseudomonas aeruginosa,Ciprofloxacin,Metro West Community Clinic,Metro Central,2026-04,84,21,25.6,29.0,-3.4,30.2,3.9,-1.21,8,1047,-4.4,0
OBS-00170,Enterococcus faecium,Ciprofloxacin,Eastside Medical Center,Metro Central,2026-03,146,39,26.7,21.5,5.3,22.8,3.5,2.11,4,931,-3.3,0
OBS-00171,Escherichia coli,Colistin,Metro West Community Clinic,East District,2026-08,515,153,29.7,34.3,-4.5,34.2,2.4,-1.47,3,1840,-10.3,0
OBS-00172,Escherichia coli,Gentamicin,North Suburbs Health Zone,Metro Central,2026-02,84,33,38.9,40.5,-1.6,42.3,2.7,-0.17,4,488,-1.1,0
OBS-00173,Pseudomonas aeruginosa,Ceftriaxone,North Suburbs Health Zone,West District,2026-02,235,51,21.8,27.5,-5.7,23.7,4.8,-2.07,1,431,-8.2,0
OBS-00174,Enterococcus faecium,Colistin,Eastside Medical Center,Metro Central,2026-03,449,82,18.2,22.7,-4.5,20.5,3.2,-2.27,7,3418,-11.8,0
OBS-00175,Klebsiella pneumoniae,Ampicillin,Valley Health District,West District,2026-03,124,59,47.4,25.9,21.5,31.7,10.9,7.08,5,887,12.4,1
OBS-00176,Acinetobacter baumannii,Colistin,Eastside Medical Center,Metro Central,2025-11,342,202,59.0,61.1,-2.1,62.4,2.9,-0.05,6,2258,34.0,0
OBS-00177,Klebsiella pneumoniae,Gentamicin,North Suburbs Health Zone,East District,2026-05,401,120,30.0,31.6,-1.7,30.4,3.5,-0.79,1,765,-5.0,0
OBS-00178,Escherichia coli,Ciprofloxacin,Valley Health District,West District,2026-03,71,20,27.6,28.0,-0.4,27.4,3.0,-0.6,3,336,-12.4,0
OBS-00179,Staphylococcus aureus,Ciprofloxacin,University Hospital Center,Metro Central,2026-01,410,90,21.9,20.0,1.8,19.6,2.0,0.85,6,2706,-18.1,1
OBS-00180,Klebsiella pneumoniae,Gentamicin,North Suburbs Health Zone,East District,2026-03,118,96,81.7,61.6,20.1,67.0,8.1,6.55,8,1287,46.7,1
OBS-00181,Pseudomonas aeruginosa,Meropenem,St. Jude General Hospital,Metro Central,2026-09,551,175,31.8,29.7,2.1,31.7,3.0,0.63,3,1968,1.8,0
OBS-00182,Pseudomonas aeruginosa,Vancomycin,Eastside Medical Center,West District,2026-01,542,194,35.8,18.6,17.2,23.4,8.2,5.35,5,2862,5.8,1
OBS-00183,Enterococcus faecium,Ampicillin,St. Jude General Hospital,East District,2026-08,106,23,21.8,20.9,1.0,21.0,2.4,0.81,6,967,-8.2,0
OBS-00184,Klebsiella pneumoniae,Gentamicin,Valley Health District,Metro North,2026-03,164,84,51.5,50.1,1.4,52.3,2.8,0.01,4,808,16.5,0
OBS-00185,Staphylococcus aureus,Ciprofloxacin,Eastside Medical Center,East District,2026-05,128,46,35.9,37.0,-1.1,37.7,3.5,0.08,3,467,-4.1,0
OBS-00186,Enterococcus faecium,Ampicillin,Metro West Community Clinic,West District,2026-04,168,52,30.9,28.2,2.7,29.5,3.6,1.24,2,548,0.9,1
OBS-00187,Enterococcus faecium,Ceftriaxone,Eastside Medical Center,Metro North,2026-06,172,66,38.5,36.1,2.5,36.3,2.6,0.89,3,787,8.5,0
OBS-00188,Escherichia coli,Ceftriaxone,University Hospital Center,East District,2025-12,370,105,28.4,26.5,1.9,27.5,2.8,0.79,3,1275,-11.6,0
OBS-00189,Pseudomonas aeruginosa,Vancomycin,St. Jude General Hospital,East District,2026-01,168,45,26.9,26.5,0.4,24.6,2.7,0.43,5,1210,-3.1,0
OBS-00190,Acinetobacter baumannii,Gentamicin,University Hospital Center,Metro North,2025-12,82,54,66.4,53.0,13.5,56.0,7.6,4.72,6,556,41.4,1
OBS-00191,Pseudomonas aeruginosa,Gentamicin,University Hospital Center,West District,2026-07,549,164,29.8,25.4,4.4,24.1,4.9,1.29,1,920,-0.2,0
OBS-00192,Pseudomonas aeruginosa,Ampicillin,University Hospital Center,West District,2026-02,114,49,42.8,26.6,16.2,29.3,8.0,5.47,8,992,12.8,1
OBS-00193,Pseudomonas aeruginosa,Ceftriaxone,University Hospital Center,East District,2026-09,393,185,47.2,34.6,12.6,34.8,7.6,3.98,6,2612,17.2,1
OBS-00194,Pseudomonas aeruginosa,Meropenem,North Suburbs Health Zone,Metro Central,2026-02,293,148,50.6,28.0,22.6,32.3,10.8,6.72,8,2466,20.6,1
OBS-00195,Acinetobacter baumannii,Ampicillin,University Hospital Center,Metro North,2026-03,234,92,39.2,32.4,6.8,31.6,3.6,1.39,6,1535,14.2,1
OBS-00196,Staphylococcus aureus,Colistin,North Suburbs Health Zone,Metro Central,2025-11,557,231,41.4,37.8,3.7,40.2,2.8,1.76,7,4183,1.4,1
OBS-00197,Pseudomonas aeruginosa,Ciprofloxacin,St. Jude General Hospital,East District,2026-05,332,41,12.3,30.2,-17.9,26.5,8.8,-6.58,8,2980,-17.7,0
OBS-00198,Pseudomonas aeruginosa,Gentamicin,Eastside Medical Center,West District,2026-03,450,88,19.5,19.5,0.0,19.8,3.2,-0.28,1,526,-10.5,0
OBS-00199,Acinetobacter baumannii,Colistin,St. Jude General Hospital,West District,2026-06,326,104,31.8,31.3,0.5,31.1,2.0,0.13,8,2977,6.8,0
OBS-00200,Escherichia coli,Ampicillin,Eastside Medical Center,East District,2026-06,187,79,42.3,40.9,1.4,41.9,3.4,0.65,6,1273,2.3,0
OBS-00201,Escherichia coli,Ciprofloxacin,St. Jude General Hospital,Metro North,2026-09,525,177,33.8,36.9,-3.1,36.7,2.0,-0.95,6,3465,-6.2,0
OBS-00202,Acinetobacter baumannii,Meropenem,Eastside Medical Center,East District,2025-12,346,156,45.0,45.1,-0.1,47.2,1.2,0.12,7,2775,20.0,0
OBS-00203,Acinetobacter baumannii,Ampicillin,Valley Health District,East District,2026-05,417,108,25.9,30.4,-4.6,29.0,3.7,-1.48,1,636,0.9,0
OBS-00204,Acinetobacter baumannii,Colistin,Valley Health District,Metro Central,2026-07,311,107,34.3,31.2,3.1,30.8,2.7,0.92,8,2873,9.3,0
OBS-00205,Acinetobacter baumannii,Meropenem,Valley Health District,Metro Central,2026-07,214,80,37.3,37.7,-0.4,36.6,2.2,-0.77,8,2030,12.3,0
OBS-00206,Staphylococcus aureus,Meropenem,Valley Health District,Metro North,2025-10,235,99,42.1,39.1,3.0,40.4,4.0,0.99,2,529,2.1,0
OBS-00207,Staphylococcus aureus,Gentamicin,University Hospital Center,West District,2026-06,103,23,22.4,23.1,-0.7,22.4,3.7,-0.23,8,944,-17.6,0
OBS-00208,Enterococcus faecium,Ampicillin,Metro West Community Clinic,West District,2026-03,510,108,21.2,15.7,5.5,18.1,4.2,1.48,3,1852,-8.8,0
OBS-00209,Enterococcus faecium,Gentamicin,Valley Health District,East District,2026-07,236,58,24.6,25.3,-0.7,25.0,1.3,-0.63,8,2064,-5.4,0
OBS-00210,Pseudomonas aeruginosa,Vancomycin,Eastside Medical Center,Metro North,2026-09,364,106,29.2,22.8,6.5,25.0,5.2,1.97,8,3207,-0.8,0
OBS-00211,Enterococcus faecium,Colistin,Eastside Medical Center,Metro Central,2026-07,444,100,22.6,21.4,1.2,20.5,3.1,0.42,7,3334,-7.4,0
OBS-00212,Pseudomonas aeruginosa,Ciprofloxacin,Eastside Medical Center,Metro Central,2026-03,302,68,22.5,19.8,2.6,20.9,3.6,0.63,8,2711,-7.5,0
OBS-00213,Pseudomonas aeruginosa,Ceftriaxone,Valley Health District,East District,2025-12,285,163,57.1,33.7,23.4,40.4,10.2,7.88,2,744,27.1,1
OBS-00214,Klebsiella pneumoniae,Ciprofloxacin,St. Jude General Hospital,West District,2026-03,142,71,49.9,42.0,7.8,43.0,3.7,2.68,8,1534,14.9,0
OBS-00215,Acinetobacter baumannii,Meropenem,North Suburbs Health Zone,West District,2026-05,334,100,30.0,31.5,-1.5,30.7,4.0,-0.33,4,1550,5.0,0
OBS-00216,Escherichia coli,Gentamicin,Metro West Community Clinic,Metro North,2026-06,219,48,22.1,23.7,-1.7,24.3,2.7,-0.11,1,482,-17.9,0
OBS-00217,Escherichia coli,Vancomycin,North Suburbs Health Zone,West District,2025-12,78,37,47.5,45.8,1.7,46.2,1.9,0.61,5,444,7.5,0
OBS-00218,Pseudomonas aeruginosa,Colistin,North Suburbs Health Zone,West District,2025-12,319,70,21.9,21.0,0.9,22.8,3.1,0.26,8,2700,-8.1,0
OBS-00219,Enterococcus faecium,Ampicillin,Valley Health District,East District,2026-09,54,14,26.8,21.1,5.7,20.4,5.5,1.31,3,384,-3.2,0
OBS-00220,Klebsiella pneumoniae,Meropenem,Metro West Community Clinic,West District,2026-04,128,38,29.6,22.4,7.2,23.7,5.7,3.11,6,1023,-5.4,0
OBS-00221,Klebsiella pneumoniae,Ampicillin,Eastside Medical Center,Metro North,2025-10,432,171,39.6,36.3,3.3,37.9,4.4,0.47,5,2330,4.6,0
OBS-00222,Pseudomonas aeruginosa,Colistin,Metro West Community Clinic,Metro Central,2026-02,281,70,25.1,29.3,-4.2,30.5,2.6,-1.09,6,1767,-4.9,0
OBS-00223,Klebsiella pneumoniae,Ampicillin,Valley Health District,East District,2026-09,342,151,44.1,42.9,1.1,42.3,3.8,0.1,2,922,9.1,0
OBS-00224,Klebsiella pneumoniae,Ampicillin,University Hospital Center,West District,2026-09,465,188,40.4,41.2,-0.8,38.6,3.4,-0.29,6,3121,5.4,0
OBS-00225,Enterococcus faecium,Vancomycin,University Hospital Center,Metro North,2026-08,578,124,21.4,31.2,-9.8,30.9,4.7,-3.96,2,1434,-8.6,0
OBS-00226,Acinetobacter baumannii,Ciprofloxacin,St. Jude General Hospital,Metro North,2026-07,208,87,41.6,41.7,-0.1,42.9,1.7,-0.53,3,841,16.6,0
OBS-00227,Enterococcus faecium,Meropenem,Valley Health District,West District,2025-11,96,45,46.8,21.3,25.6,26.9,11.0,8.56,8,1050,16.8,1
OBS-00228,Acinetobacter baumannii,Ampicillin,Valley Health District,East District,2026-09,445,128,28.9,25.2,3.7,25.2,3.3,1.49,1,625,3.9,1
OBS-00229,Acinetobacter baumannii,Ciprofloxacin,St. Jude General Hospital,West District,2026-03,594,127,21.3,24.1,-2.7,24.3,2.2,-1.03,2,1268,-3.7,0
OBS-00230,Staphylococcus aureus,Ciprofloxacin,Eastside Medical Center,West District,2025-12,470,265,56.5,54.9,1.5,55.9,2.9,0.38,3,1651,16.5,0
OBS-00231,Staphylococcus aureus,Ampicillin,St. Jude General Hospital,Metro North,2026-08,161,54,33.6,34.6,-0.9,33.5,1.3,-0.01,6,1107,-6.4,0
OBS-00232,Klebsiella pneumoniae,Gentamicin,University Hospital Center,Metro Central,2025-10,514,212,41.3,38.5,2.8,39.0,2.6,0.7,5,2964,6.3,0
OBS-00233,Staphylococcus aureus,Vancomycin,University Hospital Center,Metro North,2026-05,198,87,44.2,30.1,14.1,34.3,7.0,4.84,6,1379,4.2,1
OBS-00234,Escherichia coli,Vancomycin,Valley Health District,West District,2026-07,286,104,36.5,15.2,21.3,23.9,8.6,6.72,1,441,-3.5,1
OBS-00235,Enterococcus faecium,Gentamicin,St. Jude General Hospital,Metro North,2026-09,451,141,31.3,30.2,1.2,29.4,2.4,0.32,1,725,1.3,0
OBS-00236,Escherichia coli,Meropenem,Metro West Community Clinic,East District,2026-01,368,136,37.0,33.7,3.2,35.1,4.5,1.05,6,2379,-3.0,0
OBS-00237,Enterococcus faecium,Ceftriaxone,University Hospital Center,West District,2026-02,102,45,44.6,41.0,3.6,42.2,3.6,1.64,5,845,14.6,1
OBS-00238,Klebsiella pneumoniae,Gentamicin,Valley Health District,West District,2026-06,88,46,52.3,49.9,2.4,48.6,2.7,0.49,8,930,17.3,0
OBS-00239,Acinetobacter baumannii,Colistin,Valley Health District,West District,2026-04,347,216,62.2,41.0,21.2,45.1,10.6,7.2,3,1283,37.2,1
OBS-00240,Klebsiella pneumoniae,Colistin,Valley Health District,Metro North,2026-05,462,215,46.6,41.4,5.2,43.3,3.7,1.88,1,725,11.6,1
OBS-00241,Klebsiella pneumoniae,Colistin,University Hospital Center,East District,2026-08,500,366,73.2,49.9,23.3,52.7,11.0,7.65,2,1239,38.2,1
OBS-00242,Pseudomonas aeruginosa,Ampicillin,Valley Health District,Metro Central,2025-11,262,93,35.7,36.0,-0.3,36.1,2.4,-0.61,4,1343,5.7,0
OBS-00243,Pseudomonas aeruginosa,Ciprofloxacin,University Hospital Center,Metro North,2026-09,530,47,9.0,11.9,-2.9,13.6,3.0,-1.22,2,1234,-21.0,0
OBS-00244,Staphylococcus aureus,Meropenem,Metro West Community Clinic,East District,2026-02,517,104,20.1,14.1,5.9,16.8,4.5,1.07,7,3942,-19.9,0
OBS-00245,Pseudomonas aeruginosa,Ceftriaxone,North Suburbs Health Zone,West District,2025-11,367,73,19.9,19.5,0.4,21.3,2.2,-0.42,8,3090,-10.1,0
OBS-00246,Acinetobacter baumannii,Vancomycin,University Hospital Center,Metro North,2025-10,467,195,41.7,21.5,20.1,29.1,9.9,6.99,5,2536,16.7,1
OBS-00247,Klebsiella pneumoniae,Ampicillin,Metro West Community Clinic,East District,2026-02,542,376,69.3,43.9,25.4,50.3,9.7,8.77,8,4621,34.3,1
OBS-00248,Enterococcus faecium,Ceftriaxone,North Suburbs Health Zone,Metro North,2026-06,576,160,27.8,27.2,0.6,27.3,1.2,0.12,1,643,-2.2,0
OBS-00249,Enterococcus faecium,Ciprofloxacin,St. Jude General Hospital,West District,2025-12,109,47,42.8,29.4,13.4,29.6,6.3,4.43,4,563,12.8,1
OBS-00250,Acinetobacter baumannii,Gentamicin,Valley Health District,West District,2026-08,56,26,45.7,47.7,-2.0,44.4,3.1,-0.51,8,501,20.7,0
OBS-00251,Escherichia coli,Ceftriaxone,Valley Health District,East District,2026-06,57,16,27.6,24.1,3.5,23.3,2.5,1.08,5,592,-12.4,0
OBS-00252,Klebsiella pneumoniae,Ciprofloxacin,St. Jude General Hospital,Metro North,2026-01,579,176,30.4,28.3,2.1,31.5,1.8,0.79,4,2495,-4.6,0
OBS-00253,Staphylococcus aureus,Ciprofloxacin,Eastside Medical Center,West District,2026-05,271,34,12.6,10.9,1.7,11.2,3.6,0.79,4,1287,-27.4,0
OBS-00254,Enterococcus faecium,Vancomycin,Valley Health District,Metro Central,2025-11,428,89,20.8,20.4,0.4,21.2,2.6,0.19,7,3239,-9.2,0
OBS-00255,Escherichia coli,Gentamicin,University Hospital Center,Metro Central,2026-05,379,124,32.7,32.4,0.3,31.4,2.6,-0.17,7,2992,-7.3,0
OBS-00256,Acinetobacter baumannii,Ciprofloxacin,University Hospital Center,Metro North,2026-09,317,154,48.6,49.5,-0.9,48.9,1.8,0.0,8,2609,23.6,0
OBS-00257,Pseudomonas aeruginosa,Ceftriaxone,Metro West Community Clinic,Metro Central,2025-12,56,13,22.6,19.3,3.3,19.5,3.8,1.6,6,492,-7.4,0
OBS-00258,Enterococcus faecium,Vancomycin,North Suburbs Health Zone,Metro Central,2026-02,286,70,24.4,26.9,-2.5,29.7,2.1,-1.33,3,1198,-5.6,0
OBS-00259,Acinetobacter baumannii,Colistin,North Suburbs Health Zone,Metro North,2026-09,552,328,59.4,44.3,15.0,48.0,6.3,5.02,2,1331,34.4,1
OBS-00260,Pseudomonas aeruginosa,Ceftriaxone,Metro West Community Clinic,West District,2026-03,319,87,27.4,23.8,3.6,27.9,2.7,1.78,1,599,-2.6,0
OBS-00261,Staphylococcus aureus,Ampicillin,University Hospital Center,West District,2025-11,292,84,28.7,9.8,19.0,12.4,8.6,6.99,5,1547,-11.3,1
OBS-00262,Enterococcus faecium,Meropenem,Valley Health District,West District,2026-03,149,87,58.7,32.8,25.9,39.6,10.2,8.75,6,990,28.7,1
OBS-00263,Pseudomonas aeruginosa,Ciprofloxacin,University Hospital Center,Metro Central,2025-12,499,76,15.2,20.7,-5.5,20.5,2.9,-2.07,7,3828,-14.8,0
OBS-00264,Escherichia coli,Ciprofloxacin,Eastside Medical Center,Metro Central,2026-07,434,95,21.8,23.9,-2.1,21.6,1.7,-1.0,6,2660,-18.2,0
OBS-00265,Escherichia coli,Gentamicin,Metro West Community Clinic,Metro North,2026-07,429,238,55.5,32.3,23.2,37.3,11.3,7.11,3,1423,15.5,1
OBS-00266,Escherichia coli,Meropenem,North Suburbs Health Zone,East District,2026-04,535,232,43.3,35.7,7.6,35.5,5.3,2.04,5,2764,3.3,1
OBS-00267,Enterococcus faecium,Gentamicin,North Suburbs Health Zone,Metro North,2026-05,178,101,56.9,38.4,18.5,42.7,7.4,6.39,2,561,26.9,1
OBS-00268,Staphylococcus aureus,Vancomycin,Eastside Medical Center,West District,2026-03,179,59,33.0,30.9,2.1,29.9,2.1,0.33,7,1456,-7.0,0
OBS-00269,Klebsiella pneumoniae,Ampicillin,Eastside Medical Center,Metro North,2026-04,338,151,44.6,38.8,5.7,39.5,3.7,2.34,6,2402,9.6,1
OBS-00270,Klebsiella pneumoniae,Colistin,North Suburbs Health Zone,East District,2026-04,156,108,69.1,44.1,25.0,48.3,10.0,7.77,6,1274,34.1,1
OBS-00271,Acinetobacter baumannii,Ciprofloxacin,Valley Health District,West District,2026-09,488,248,50.8,50.1,0.7,53.7,1.3,0.39,4,2151,25.8,0
OBS-00272,Staphylococcus aureus,Gentamicin,North Suburbs Health Zone,Metro North,2026-08,287,72,25.1,23.7,1.5,24.7,3.2,0.73,5,1614,-14.9,0
OBS-00273,Staphylococcus aureus,Ciprofloxacin,North Suburbs Health Zone,West District,2026-07,587,95,16.1,20.6,-4.5,16.9,3.4,-1.3,7,4418,-23.9,0
OBS-00274,Staphylococcus aureus,Ceftriaxone,St. Jude General Hospital,East District,2026-09,151,79,52.1,55.9,-3.8,56.4,3.5,-1.25,2,479,12.1,0
OBS-00275,Enterococcus faecium,Ceftriaxone,St. Jude General Hospital,West District,2026-03,148,64,43.0,25.7,17.3,29.0,9.2,5.87,7,1091,13.0,1
OBS-00276,Acinetobacter baumannii,Ceftriaxone,Valley Health District,Metro North,2026-05,440,172,39.1,41.2,-2.1,42.3,1.8,-1.18,6,2927,14.1,0
OBS-00277,Acinetobacter baumannii,Meropenem,Eastside Medical Center,Metro Central,2026-05,342,106,31.0,34.5,-3.4,35.8,4.6,-0.7,2,946,6.0,0
OBS-00278,Enterococcus faecium,Meropenem,Eastside Medical Center,East District,2026-03,251,73,28.9,28.8,0.1,30.0,2.5,-0.23,8,2324,-1.1,0
OBS-00279,Staphylococcus aureus,Gentamicin,Valley Health District,West District,2026-03,347,96,27.7,36.4,-8.6,34.7,4.2,-3.11,2,766,-12.3,0
OBS-00280,Pseudomonas aeruginosa,Gentamicin,St. Jude General Hospital,Metro North,2026-09,568,136,23.9,23.5,0.4,24.4,3.5,-0.59,4,2411,-6.1,0
OBS-00281,Staphylococcus aureus,Ampicillin,University Hospital Center,West District,2026-08,230,28,12.3,22.2,-9.9,20.7,4.6,-3.78,3,1067,-27.7,0
OBS-00282,Enterococcus faecium,Ceftriaxone,University Hospital Center,West District,2026-07,438,155,35.4,29.8,5.6,32.7,3.2,1.59,7,3118,5.4,1
OBS-00283,Enterococcus faecium,Vancomycin,St. Jude General Hospital,Metro Central,2026-06,414,4,1.0,24.5,-23.5,20.0,11.7,-7.97,3,1458,-29.0,0
OBS-00284,Staphylococcus aureus,Ceftriaxone,Valley Health District,East District,2026-07,441,163,36.9,23.2,13.7,25.4,6.4,4.69,7,3437,-3.1,0
OBS-00285,Klebsiella pneumoniae,Vancomycin,Valley Health District,East District,2026-07,177,79,44.6,31.7,12.9,34.5,7.5,4.3,2,564,9.6,1
OBS-00286,Enterococcus faecium,Meropenem,Metro West Community Clinic,West District,2026-04,432,145,33.5,12.7,20.7,18.2,9.5,6.48,3,1562,3.5,1
OBS-00287,Enterococcus faecium,Meropenem,Metro West Community Clinic,Metro North,2026-05,183,42,23.1,23.3,-0.2,24.8,1.4,-0.53,5,1060,-6.9,0
OBS-00288,Escherichia coli,Vancomycin,Eastside Medical Center,Metro Central,2026-05,239,47,19.7,17.6,2.1,19.1,3.6,0.69,3,963,-20.3,0
OBS-00289,Staphylococcus aureus,Ampicillin,Valley Health District,West District,2026-04,540,50,9.2,27.9,-18.7,23.3,8.8,-6.08,8,4455,-30.8,0
OBS-00290,Pseudomonas aeruginosa,Ciprofloxacin,Eastside Medical Center,Metro North,2026-06,212,36,17.1,17.0,0.1,14.1,3.1,0.86,5,1344,-12.9,0
OBS-00291,Staphylococcus aureus,Ceftriaxone,Metro West Community Clinic,Metro Central,2026-07,314,84,26.6,29.7,-3.1,28.4,3.9,-1.39,2,956,-13.4,0
OBS-00292,Escherichia coli,Vancomycin,Valley Health District,West District,2026-06,475,58,12.2,13.6,-1.4,12.0,3.4,-1.38,4,2002,-27.8,0
OBS-00293,Klebsiella pneumoniae,Colistin,St. Jude General Hospital,West District,2026-02,129,45,35.1,31.3,3.8,31.2,2.8,2.0,6,1048,0.1,1
OBS-00294,Klebsiella pneumoniae,Meropenem,Valley Health District,East District,2026-09,209,121,58.0,37.1,20.9,42.7,9.9,7.08,7,1828,23.0,1
OBS-00295,Escherichia coli,Ceftriaxone,Eastside Medical Center,East District,2026-07,371,135,36.4,38.4,-2.0,38.2,2.9,-0.48,3,1312,-3.6,0
OBS-00296,Acinetobacter baumannii,Gentamicin,St. Jude General Hospital,Metro North,2026-04,323,163,50.4,31.2,19.2,34.7,7.7,6.44,1,708,25.4,1
OBS-00297,Enterococcus faecium,Colistin,University Hospital Center,West District,2026-05,315,72,22.9,22.1,0.8,20.2,2.0,-0.12,3,1316,-7.1,0
OBS-00298,Enterococcus faecium,Vancomycin,St. Jude General Hospital,West District,2026-06,417,145,34.7,30.4,4.3,30.6,2.6,1.26,5,2367,4.7,1
OBS-00299,Escherichia coli,Vancomycin,Valley Health District,Metro Central,2026-09,406,179,44.2,41.5,2.7,43.5,3.4,0.6,8,3330,4.2,0
OBS-00300,Staphylococcus aureus,Vancomycin,University Hospital Center,West District,2026-02,330,44,13.4,15.0,-1.6,15.1,3.5,-0.9,6,2202,-26.6,0
OBS-00301,Staphylococcus aureus,Vancomycin,Eastside Medical Center,Metro Central,2025-10,510,245,48.1,35.5,12.6,41.2,7.8,3.94,2,1078,8.1,1
OBS-00302,Escherichia coli,Ampicillin,University Hospital Center,Metro North,2026-08,202,132,65.1,39.4,25.7,46.8,11.8,9.29,5,1200,25.1,1
OBS-00303,Enterococcus faecium,Gentamicin,University Hospital Center,Metro Central,2026-04,279,93,33.3,29.3,4.0,29.5,4.7,1.0,5,1664,3.3,0
OBS-00304,Escherichia coli,Meropenem,North Suburbs Health Zone,Metro Central,2025-12,571,131,23.0,27.2,-4.3,23.8,4.0,-2.21,4,2682,-17.0,1
OBS-00305,Pseudomonas aeruginosa,Vancomycin,St. Jude General Hospital,West District,2026-09,529,119,22.5,23.2,-0.8,23.5,1.9,0.06,3,1673,-7.5,0
OBS-00306,Escherichia coli,Ciprofloxacin,Eastside Medical Center,East District,2026-02,431,153,35.6,34.4,1.1,35.9,2.4,0.04,3,1411,-4.4,0
OBS-00307,Escherichia coli,Ceftriaxone,Metro West Community Clinic,Metro Central,2026-07,490,190,38.7,35.9,2.8,37.5,2.3,1.4,3,1699,-1.3,0
OBS-00308,Klebsiella pneumoniae,Ampicillin,Metro West Community Clinic,West District,2026-01,142,59,41.6,41.3,0.3,41.2,2.9,0.07,2,405,6.6,0
OBS-00309,Staphylococcus aureus,Colistin,North Suburbs Health Zone,East District,2025-12,323,138,42.7,23.7,19.1,28.4,9.8,6.49,4,1672,2.7,1
OBS-00310,Acinetobacter baumannii,Colistin,Valley Health District,Metro Central,2026-08,250,140,56.1,55.0,1.0,59.1,2.0,1.06,5,1565,31.1,0
OBS-00311,Staphylococcus aureus,Colistin,Valley Health District,Metro Central,2026-01,435,169,38.8,37.5,1.4,39.1,3.3,0.41,8,3587,-1.2,0
OBS-00312,Escherichia coli,Ceftriaxone,St. Jude General Hospital,East District,2026-03,436,94,21.7,22.2,-0.5,20.8,3.1,-0.06,3,1649,-18.3,0
OBS-00313,Klebsiella pneumoniae,Vancomycin,North Suburbs Health Zone,Metro Central,2025-10,54,14,26.7,24.0,2.7,26.7,2.3,1.38,2,292,-8.3,0
OBS-00314,Staphylococcus aureus,Ceftriaxone,Eastside Medical Center,West District,2026-04,124,28,22.4,22.7,-0.3,22.7,3.0,-0.68,7,1245,-17.6,0
OBS-00315,Pseudomonas aeruginosa,Ciprofloxacin,Eastside Medical Center,Metro Central,2026-06,199,29,14.8,16.1,-1.4,14.6,3.7,0.22,4,1120,-15.2,0
OBS-00316,Enterococcus faecium,Gentamicin,Valley Health District,Metro Central,2026-02,284,65,22.8,21.8,1.0,23.4,2.2,1.01,7,2067,-7.2,0
OBS-00317,Escherichia coli,Ampicillin,Metro West Community Clinic,Metro Central,2026-02,162,49,30.3,26.0,4.3,26.0,2.6,1.21,3,542,-9.7,0
OBS-00318,Klebsiella pneumoniae,Ampicillin,Eastside Medical Center,East District,2025-12,169,104,61.8,63.6,-1.8,63.5,3.0,0.14,6,1201,26.8,0
OBS-00319,Escherichia coli,Colistin,North Suburbs Health Zone,East District,2026-06,309,164,53.0,47.1,5.9,49.7,5.0,2.28,2,963,13.0,1
OBS-00320,Acinetobacter baumannii,Colistin,St. Jude General Hospital,West District,2026-07,416,124,29.8,32.5,-2.7,32.0,1.9,-0.45,3,1378,4.8,0
OBS-00321,Acinetobacter baumannii,Gentamicin,Valley Health District,Metro Central,2026-01,85,30,35.0,31.5,3.5,33.2,3.4,0.71,1,141,10.0,0
